Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.621836956875134,0.470097808931287,0.575350084544499,0.955359308384195,1.026213108529,1.0522280929869,1.22910118288698,1.35214448140818,1.41727335767255,1.35149180454706,1.35336220283257,1.42086728796502,1.41484755272088,1.47565225025013,1.57225093811545,1.73482330790188,1.57909199452076,1.65452427763954,1.80678854066866,1.75998705871449,1.71412617289866,1.94887203810602,1.93973156347946,..,..
Albania,ALB,Gini index (World Bank estimate),SI.POV.GINI,27,..,..,..,..,..,31.7,..,..,30.6,..,..,30,..,..,..,29,..,34.6,32.9,33.7,33.2,..,..,..
Algeria,DZA,"Population, total",SP.POP.TOTL,29266415,29742980,30192750,30623406,31042238,31451513,31855110,32264159,32692153,33149720,33641007,34166976,34730604,35333882,35977451,36661438,37383899,38140135,38923688,39728020,40551398,41389174,42228415,43053054,43851043
Algeria,DZA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.389526170918537,0.472147668762875,0.54407094201214,0.51001768957487,0.42739999294281,0.427700012922287,0.514800012111664,0.469099998474121,0.441799998283386,0.584699988365173,0.408699989318848,0.411399990320206,0.300599992275238,0.312400013208389,0.258100003004074,0.177300006151199,0.180399999022484,0.134100005030632,0.0687000006437302,0.0590000003576279,0.0802000015974045,0.14360000193119,0.193299993872643,..,..
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,28.56,25.43,26.83,28.37,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.21,11.21,10.2,12,11.89,11.81,12.83
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1603.9403022019,1619.79774865029,1596.00392574042,1588.34890767221,1765.02671807644,1740.60706604859,1781.82772607923,2103.3816915364,2610.18542243488,3113.09570649146,3478.71041155691,3950.51426027785,4923.63027791716,3883.27129000861,4480.78743864927,5455.67902952706,5592.22011465753,5499.58733105334,5493.05666265351,4177.88689169574,3946.45242459305,4109.70344220826,4153.95623446741,3975.5089933335,3310.38653352368
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.43999820271803,2.44864502480922,2.46880459713011,2.53205015797394,2.53171179217169,2.3773101154148,2.52424179354584,2.59854905872488,2.59664758084302,2.68448722945473,2.78677745883172,2.9420221444239,2.9941892170951,3.19155421416758,3.14474752533191,3.22245952272794,3.38755462612394,3.40612323474996,3.56620883406526,3.6742329469226,3.53501992705652,3.50574766242013,3.59165741835207,..,..
Algeria,DZA,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.6,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,54209,55227,56180,57049,57816,58496,59077,59495,59684,59557,59109,58367,57490,56675,56084,55755,55669,55717,55791,55806,55739,55617,55461,55312,55197
American Samoa,ASM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899699985980988,1.5463000535965,1.52069997787476,1.45869994163513,1.72140002250671,2.89809989929199,2.85660004615784,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,8666.65538195914,8807.46281200101,8528.24877689163,8395.31877025371,8340.52343974691,8874.87792759607,9740.82449121586,11910.013233348,10216.8176306968,10223.2983588916,11496.5240977923,11450.7241954879,11525.1563872309,12059.6351646776,12038.2496994923,11003.8297642807,11557.671156308,11534.5675441134,..
American Samoa,ASM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,64363,64318,64140,64368,65390,67344,70048,73180,76250,78871,80995,82682,83860,84461,84454,83748,82427,80770,79213,77993,77295,76997,77008,77146,77265
Andorra,AND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.1000476048869,14.1940024550855,14.4586417232136,14.5498905446165,14.5081996917725,15.3882999420166,15.8297996520996,16.5153999328613,16.5666999816895,16.6079998016357,17.568000793457,16.5562992095947,17.0212001800537,17.1263008117676,18.6709003448486,18.5522003173828,18.7628993988037,19.141300201416,19.4200992584229,19.2777004241943,19.2558002471924,19.0631999969482,18.5060005187988,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,19016.2881877293,18355.6278604321,18895.110661321,19262.3089910407,21854.2468030614,22970.5122133619,25067.2400639132,32272.8458909877,37966.1872524395,40064.2249292197,42674.7589681092,47804.8499340211,48719.6587699036,43504.2156523202,40850.2481432297,43334.8114127088,38686.4612635075,39540.7248137461,41303.9293714464,35770.7767044085,37475.6350587526,38964.904478265,41791.9698372411,40897.3308728669,..
Andorra,AND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.99159454966363,7.30744115177711,7.63953850951045,7.92319164802386,7.95228628230616,7.72154906153481,7.56624029237094,7.24241596064499,7.34426229508197,7.35378022340277,6.79054262608803,6.53104666070003,6.43930360124016,6.15668770201632,6.1571980012788,5.85088599130725,5.94465405752969,5.94280054475672,5.8071276179415,6.02618183683151,6.08060029756129,6.10413392729587,5.97340536048203,..,..
Andorra,AND,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Population, total",SP.POP.TOTL,14400722,14871572,15359600,15866871,16395477,16945753,17519418,18121477,18758138,19433604,20149905,20905360,21695636,22514275,23356247,24220660,25107925,26015786,26941773,27884380,28842482,29816769,30809787,31825299,32866268
Angola,AGO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,73.1396004507038,73.7344159506134,76.8197936265394,73.4107838285377,73.4411010742188,72.3373031616211,70.4209976196289,65.1404037475586,61.915699005127,68.378303527832,62.1273002624512,58.4916000366211,54.8820991516113,52.4138984680176,50.7648010253906,49.239200592041,49.4432983398438,47.9384994506836,48.2112998962402,47.815601348877,49.0080986022949,56.1805000305176,56.7854995727539,..,..
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.86,3.86,3.86,3.88,3.87,3.85,3.88,3.88,3.85,3.81,3.73,3.66,3.63,3.78,9.43,7.36,7.37,7.38,7.31,7.26,7.2,7.1,7,6.93,7.7
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,522.679624255226,514.385174425759,423.619048972815,387.785124062555,556.838631674927,527.333528536691,872.494441791273,982.96100777685,1255.56451325546,1902.42214975937,2599.56594793067,3121.99608528081,4080.94103372417,3122.7815987074,3587.88364462837,4615.46821863819,5100.09702685927,5254.88112606683,5408.41170002082,4166.97983330278,3506.07312818832,4095.8100568707,3289.64399476678,2809.62608839129,1895.77086891313
Angola,AGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.792321384997224,0.788753199728986,0.740253652438866,0.797258640345661,0.754476371745695,0.761842805096947,0.777423085629899,0.993848349116355,1.02835366708572,0.937036691701652,1.00943403951532,1.1236352782253,1.15599284575018,1.20590158910291,1.22151474078862,1.2163169789758,1.20479888322113,1.26154174238672,1.28536455265954,1.26092098873993,1.2277029417926,1.03431729977182,0.88738036390839,..,..
Angola,AGO,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,52,..,..,..,..,..,..,..,42.7,..,..,..,..,..,..,..,..,..,51.3,..,..
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,70176,71707,73219,74674,76007,77212,78298,79311,80347,81462,82715,84029,85394,86743,88030,89250,90407,91510,92562,93571,94520,95425,96282,97115,97928
Antigua and Barbuda,ATG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777999982237816,0.152099996805191,0.146599993109703,0.144400000572205,0.482199996709824,0.598399996757507,0.602199971675873,0.904900014400482,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,9030.5749776224,9491.66076559497,9940.85222769034,10260.5994054155,10872.2929515751,10367.3196068161,10401.0508759034,10797.9510571837,11446.9691417182,12557.5478500769,13995.8044243845,15622.6928710238,16044.1057963132,14160.5620007335,13048.9605816199,12746.6334682021,13272.7349447294,12910.5906255945,13501.5809223367,14285.3297773091,15198.7429664112,15383.5763979856,16673.4369025555,17113.3497705088,14449.9965204973
Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.98996808025536,4.18369196870598,4.50702686461164,4.41920882770442,4.34170536924231,4.532974149096,4.9809701397226,5.16952251264011,4.97840616326683,5.03302153151162,5.31947047089403,5.4743005390996,5.62100381759843,16.0243477859885,5.5662842212882,5.71428571428571,7.96398508965014,5.136050704841,5.18571335969404,5.23666520610018,5.28988573846805,5.23971705527901,5.50466338464095,..,..
Antigua and Barbuda,ATG,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Population, total",SP.POP.TOTL,35246376,35657438,36063451,36467218,36870796,37275644,37681743,38087866,38491970,38892924,39289876,39684303,40080159,40482786,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763
Argentina,ARG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10.1938555855904,10.9990733955932,11.343009140403,10.3061733856805,9.84799957275391,11.5088996887207,11.6190996170044,10.8246002197266,9.28870010375977,9.64350032806396,9.180100440979,7.71659994125366,7.65110015869141,8.59099960327148,8.78750038146973,8.83310031890869,8.61180019378662,8.9133996963501,9.78139972686768,9.3931999206543,9.37689971923828,10.3684997558594,10.5207996368408,..,..
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.11,14.82,12.65,14.05,15,17.32,19.59,15.36,13.52,11.51,10.08,8.47,7.84,8.65,7.71,7.18,7.22,7.1,7.27,7.61,7.97,8.35,9.22,9.84,11.67
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,7721.35410460355,8213.12512693705,8289.5075682025,7774.73620280001,7708.09911454041,7208.37311355372,2593.404563368,3349.80630031036,4277.72157290954,5109.85224490403,5919.01233837714,7245.44685667197,9020.87332314274,8225.13758261645,10385.9644319555,12848.8641969705,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2424732447,14613.041824658,11633.4980086503,9912.28180859863,8441.9194391094
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.59072376689167,3.57064352183687,3.69265825392029,3.67974326969499,3.57762821285442,3.34990858910446,3.11742479640605,3.37010217374741,3.68518420855051,3.76212392773554,3.95445381400542,4.12329277901139,4.19534263823654,3.88906040211758,4.12224508735352,4.29601548562594,4.277881788849,4.35988634439761,4.21636063230176,4.31443352245988,4.22753944174089,4.0894715157252,3.9872341980589,..,..
Argentina,ARG,Gini index (World Bank estimate),SI.POV.GINI,49.5,49.1,50.7,49.8,51.1,53.3,53.8,50.9,48.4,47.7,46.3,46.2,44.9,43.7,43.6,42.6,41.3,40.9,41.6,..,42,41.1,41.3,42.9,..
Armenia,ARM,"Population, total",SP.POP.TOTL,3168213,3133081,3108691,3089020,3069597,3050686,3033976,3017938,3000715,2981262,2958301,2932615,2907615,2888094,2877314,2876536,2884239,2897593,2912403,2925559,2936147,2944789,2951741,2957728,2963234
Armenia,ARM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,12.4733043728429,10.1201143904778,9.38056341350592,8.35879537917464,7.1628999710083,5.41800022125244,8.89729976654053,9.80930042266846,8.7056999206543,6.48939990997314,7.6508002281189,7.01520013809204,6.40320014953613,7.79829978942871,9.35709953308105,8.00720024108887,6.56379985809326,6.76999998092651,7.08090019226074,10.7468996047974,13.15149974823,12.5626001358032,11.1330003738403,..,..
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.3,10.8,9.4,11.2,11.05,10.91,10.84,10.72,10.54,10.34,10.07,9.81,13.51,18.44,19.01,18.44,17.3,16.18,17.5,18.26,17.62,17.71,18.97,18.81,20.21
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,504.059842642233,523.284410700367,609.17165368466,597.432898792278,622.740922945281,694.423455373229,783.241214960091,930.125472654125,1191.92100563238,1643.75688889146,2158.1480742298,3139.28071035448,4010.86138084833,2994.34047090816,3218.37829927419,3525.80719813557,3681.84469060495,3838.17387997786,3986.23162376713,3607.28929855361,3591.82805221639,3914.52785436696,4220.54032079145,4622.73818208855,4267.45211938157
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.811182833982437,1.0660432973166,1.11622544665906,1.00679179804598,1.15976136281082,1.1800624515273,1.02835355322521,1.15973224102019,1.25303469339807,1.49601074980998,1.51776306738226,1.77316149579812,1.95693033637535,1.56158352186598,1.50835119142367,1.71734336020825,1.98319210023857,1.89812716968877,1.88160773079824,1.82529219202211,1.72675278179192,1.80658104876105,1.88024626821933,..,..
Armenia,ARM,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,36.2,..,35.4,34.8,33,37.5,36,29.7,31.2,29.2,28,30,29.4,29.6,30.6,31.5,32.4,32.5,33.6,34.4,29.9,..
Aruba,ABW,"Population, total",SP.POP.TOTL,83211,85450,87280,89009,90866,92892,94992,97016,98744,100028,100830,101226,101362,101452,101665,102050,102565,103165,103776,104339,104865,105361,105846,106310,106766
Aruba,ABW,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.167474284591361,0.160095867335473,0.15787569080815,0.160927638084104,0.175300002098083,0.180500000715256,0.181400001049042,0.184599995613098,0.187099993228912,0.186599999666214,0.189899995923042,0.189999997615814,0.193499997258186,0.299800008535385,5.46470022201538,5.66179990768433,6.85589981079102,6.88969993591309,6.92749977111816,6.72800016403198,6.99459981918335,6.69929981231689,8.0241003036499,..,..
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,16583.8758560136,17927.9594391833,19077.6874273513,19355.3335357274,20617.7504673528,20670.3670051627,20436.8871286309,20833.976357295,22568.3749910043,23300.7383630907,24046.2263769373,25834.1117784233,27083.6348596914,24631.1820522439,23513.527696809,24985.0139185797,24712.4932628907,26441.6199357378,26893.0115056581,28396.9084228616,28452.1706146796,29350.8050189137,30253.2793580195,..,..
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Population, total",SP.POP.TOTL,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25365745,25687041
Australia,AUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.86597056035989,9.08024283629251,8.59507269440585,8.50727378721517,8.42399978637695,8.37100028991699,8.73950004577637,7.15150022506714,6.68079996109009,6.71229982376099,6.853600025177,6.9520001411438,6.78999996185303,7.14890003204346,8.1633996963501,8.31859970092773,8.29450035095215,9.21520042419434,9.3169002532959,9.31550025939941,9.4197998046875,9.68610000610352,9.64500045776367,..,..
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.51,8.36,7.68,6.87,6.28,6.74,6.37,5.93,5.4,5.03,4.78,4.38,4.23,5.56,5.21,5.08,5.22,5.66,6.08,6.05,5.71,5.59,5.3,5.16,6.61
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,21861.32550987,23468.5968306374,21318.9641694318,20533.035061907,21679.2478424147,19490.8611097303,20082.4832672749,23447.0310006717,30430.6764374443,33999.2428575835,36044.9228108485,40960.0544948199,49601.6567082178,42772.3591664498,52022.1255961876,62517.8337471503,68012.1479005934,68150.1070413215,62510.7911705641,56755.7217124249,49971.131456129,54027.9668184568,57354.9640455891,55057.2046960666,51812.1540373988
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.3612036480804,16.5669384889561,17.5116241782908,17.5969565676847,17.689656972798,17.7695358780199,17.9574992112521,17.6920293133086,18.1478978904379,18.117853570518,18.1206789094546,18.5028519848662,18.2830412439057,18.2074249597772,17.5814449601144,17.2681103655036,16.9692565563587,16.3986459950997,15.7558761009156,15.7864494009173,15.8720795379851,15.7386474030825,15.475516485656,..,..
Australia,AUS,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,33.5,..,33.5,33.1,..,..,..,35.4,..,34.7,..,..,..,34.4,..,..,..,..,..,..
Austria,AUT,"Population, total",SP.POP.TOTL,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8879920,8917205
Austria,AUT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,24.0368773390085,24.8710509023689,24.4093544161425,26.4383107878083,26.4358005523682,25.5277996063232,24.6828994750977,22.5580005645752,23.1714000701904,24.4351005554199,26.7506008148193,29.0263996124268,29.7556991577148,31.2884006500244,31.1345996856689,31.6378002166748,34.2843017578125,34.7025985717773,35.790901184082,34.8772010803223,34.6142997741699,33.959098815918,33.8456001281738,..,..
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.28,5.15,5.52,4.7,4.69,4.01,4.85,4.78,5.83,5.63,5.24,4.86,4.13,5.3,4.82,4.56,4.87,5.34,5.62,5.72,6.01,5.5,4.85,4.49,5.77
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,29809.0767730821,26705.4785993891,27361.8751106437,27174.2971559775,24564.4582948404,24537.5142629883,26401.7454564357,32222.8972411655,36821.5214680093,38403.1338770715,40635.2818159724,46855.7717452095,51708.7657541758,47963.1794023217,46858.0432733717,51374.9584066934,48567.69528642,50716.7087062864,51717.4959405515,44178.0473777432,45276.8314351693,47309.3662735282,51453.1470238016,50121.5542131186,48105.3646248411
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.1542733229493,8.05969748398634,8.10727223698659,7.88881932213959,7.92978551259517,8.44410916140459,8.58331713469893,9.16834402049986,9.27561372624409,9.26611381933193,8.96156938002267,8.58780201813347,8.49967361637859,7.7211442011774,8.36501501063443,8.13547478127942,7.72361441429771,7.75369957604068,7.25338378134494,7.3067452655704,7.25562651573804,7.48275147921596,7.14663762463773,..,..
Austria,AUT,Gini index (World Bank estimate),SI.POV.GINI,..,30.2,..,..,28.8,..,..,29.5,29.8,28.7,29.6,30.6,30.4,31.5,30.3,30.8,30.5,30.8,30.5,30.5,30.8,29.7,30.8,..,..
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,7763000,7838250,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9939771,10024283,10110116
Azerbaijan,AZE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1.7389026644512,1.98984878549775,2.48438139978064,2.14393611406855,2.0650999546051,1.75209999084473,2.35120010375977,2.94409990310669,3.0699999332428,3.36439990997314,2.86100006103516,3.78819990158081,3.08579993247986,3.26859998703003,4.44899988174438,3.55579996109009,2.84529995918274,2.52589988708496,2.11660003662109,2.31220006942749,1.9268000125885,1.90880000591278,1.97130000591278,..,..
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.1,9.1,10,10.9,11.78,10.91,10.04,9.17,7.99,7.26,6.62,6.33,5.86,5.74,5.63,5.42,5.19,4.97,4.91,4.96,5,5,4.9,4.84,6.27
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,409.163189106479,505.500349333104,561.906807871869,573.916512334089,655.119945170816,703.683843432722,763.080637985358,883.733971498452,1045.00937916805,1578.40239029603,2473.08181863536,3851.43786871172,5574.60380218613,4950.29479142375,5843.5337683582,7189.69122920765,7496.29464768263,7875.75695254288,7891.31314749986,5500.31038244408,3880.73873089556,4147.08971569171,4739.84171028393,4805.75371765917,4214.3113363475
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.20159732062347,5.03556278506044,4.97788449387085,4.85797500861232,4.97105086598912,4.77364631620475,4.66596100074034,4.17046185982682,4.10401492806838,4.36733259054916,4.02732024680154,3.20580797781222,3.37540224113928,2.80980409272443,2.66723155280809,3.11345739632547,3.30902697394862,3.33340377480633,3.42210064541678,3.33390642946498,3.34706182082623,3.24435690442685,3.22140218320925,..,..
Azerbaijan,AZE,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,36.5,25.3,26.8,26.6,26.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,283980,287363,290600,294063,298045,302618,307657,313123,318893,324848,331032,337387,343680,349600,354936,359583,363581,367162,370625,374200,377923,381749,385635,389486,393248
"Bahamas, The",BHS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,0,0.421600013971329,0.380800008773804,1.5407999753952,1.59150004386902,1.71150004863739,2.01079988479614,3.54069995880127,1.96909999847412,1.83120000362396,1.65299999713898,1.42460000514984,1.18210005760193,0.955399990081787,1.1414999961853,1.54059994220734,1.53460001945496,1.44379997253418,1.01929998397827,..,..
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.46,9.76,7.65,7.45,7.16,6.87,9.05,10.84,10.2,10.2,7.54,7.88,8.18,14.25,14.33,14.52,14.02,16.18,13.8,12,12.7,9.8,10,10.11,14.41
